DCA License Number,License Type,License Expiration Date,License Status,License Creation Date,Industry,Business Name,Business Name 2,Address Building,Address Street Name,Secondary Address Street Name,Address City,Address State,Address ZIP,Contact Phone Number,Address Borough,Borough Code,Community Board,Council District,BIN,BBL,NTA,Census Tract,Detail,Longitude,Latitude,Location
0931300-DCA,Business,2020-04-30,Active,2012-01-05,Tow Truck Company,"MOTION AUTOMOTIVE, INC.",,3500,HEATHCOTE AVE,,BRONX,NY,10475,9172996329,Bronx,2.0,212.0,12.0,2072576,2052860036,BX13,46202.0,"Active Plate Numbers:  6038, 7647",-73.82450823432772,40.885598752569045,"(40.885598752569045, -73.82450823432772)"
2015306-DCA,Business,2021-03-31,Active,2014-11-06,Garage,MARTIN GARAGE LLC,,301,E 48TH ST,,NEW YORK,NY,10017,2127511080,Manhattan,1.0,106.0,4.0,1038916,1013410001,MN19,90.0,"Vehicle Spaces: 42, Bicycle Spaces: 0",-73.9690967609295,40.75349301303292,"(40.753493013032916, -73.9690967609295)"
0509525-DCA,Business,2017-12-30,Inactive,2013-01-04,Bingo Game Operator,HOLY ROSARY CHURCH,HOLY ROSARY CHURCH HALL,100,JEROME AVE,,STATEN ISLAND,NY,10305,7187273360,Staten Island,5.0,502.0,50.0,5047668,5032470020,SI14,64.0,,-74.07603173570513,40.59608666065471,"(40.59608666065471, -74.07603173570513)"
1410775-DCA,Business,2013-01-31,Inactive,2011-10-12,Debt Collection Agency,M&N COLLECTION COMPANY,,6812,YELLOWSTONE BLVD,,FOREST HILLS,NY,11375,6468120078,Queens,4.0,406.0,29.0,4051279,4021370027,QN17,71303.0,,-73.84832900182792,40.72605953848024,"(40.726059538480236, -73.84832900182792)"
2020394-DCA,Business,2020-03-15,Active,2015-04-02,Amusement Device Portable,NEW YORK PARTY PEOPLES INC,,210,DAVIS AVE,,STATEN ISLAND,NY,10310,7184475867,Staten Island,5.0,501.0,49.0,5003864,5001490229,SI22,97.0,Device Name: 5 IN 1 FIRE TRUCK,-74.1097158814121,40.63886451016656,"(40.638864510166556, -74.10971588141211)"
1426418-DCA,Business,2020-04-30,Inactive,2013-08-01,Tow Truck Company,AA CAR CARE TOWING & RECOVERY INC.,,1404,BLONDELL AVE,,BRONX,NY,10461,7188280098,Bronx,2.0,211.0,13.0,2045732,2041390003,BX37,284.0,"Active Plate Numbers:  7255, 6718",-73.84294806867092,40.843087931820996,"(40.843087931821, -73.84294806867092)"
1158505-DCA,Business,2016-04-30,Inactive,2012-03-07,Tow Truck Company,"VELLA TOWING, INC.",ATLAM TOWING,5022,49TH ST,,WOODSIDE,NY,11377,7183922100,Queens,4.0,402.0,26.0,4053399,4022980044,QN31,235.0,,-73.9172119977608,40.736367610288845,"(40.73636761028884, -73.91721199776079)"
1430564-DCA,Business,2020-03-15,Active,2012-05-21,Amusement Device Portable,NEW YORK PARTY PEOPLES INC,SLIDE 2 LANE RUN/SPLASH,210,DAVIS AVE,,STATEN ISLAND,NY,10310,7184475867,Staten Island,5.0,501.0,49.0,5003864,5001490229,SI22,97.0,Device Name: SLIDE 2 LANE RUN/SPLASH,-74.10971949809645,40.63887274108108,"(40.63887274108108, -74.10971949809645)"
1439851-DCA,Business,2015-12-31,Inactive,2012-08-06,Laundry Jobber,"KIM, TAE S",GREENPOINT DRY CLEANERS,3917,GREENPOINT AVE,,SUNNYSIDE,NY,11104,7189377577,Queens,4.0,402.0,26.0,4002923,4002060034,QN31,189.0,,-73.92676440978785,40.738814167081976,"(40.73881416708198, -73.92676440978784)"
0511735-DCA,Business,2013-12-27,Inactive,2012-01-30,Bingo Game Operator,LADIES AUXILIARY OF CONGREGATION MACHZIKEI HADAS,LLOYD BUSINESS LTD,295,SCHERMERHORN ST,,BROOKLYN,NY,11217,7188538500,Brooklyn,3.0,302.0,33.0,3000518,3001660043,BK38,37.0,,-73.9826417528445,40.6876600657146,"(40.687660065714596, -73.9826417528445)"
1140792-DCA,Business,2018-09-30,Inactive,2012-09-13,Cabaret,"CMSG RESTAURANT GROUP, LLC",,639,W 51ST ST,,NEW YORK,NY,10019,2122474868,Manhattan,1.0,,,,,MN15,135.0,Capacity of each room:  260,-77.51958437167269,40.112385336598024,"(40.11238533659802, -77.51958437167269)"
2087595-DCA,Business,2021-03-31,Active,2019-06-25,Garage,MP BATTERY 70 LLC,,70,LITTLE WEST ST,,NEW YORK,NY,10004,2124903460,Manhattan,1.0,101.0,1.0,1087842,1000167517,MN25,31704.0,"Vehicle Spaces: 100, Bicycle Spaces: 10",-74.01651929972803,40.70706020441675,"(40.70706020441675, -74.01651929972803)"
2019898-DCA,Business,2019-03-15,Inactive,2015-03-23,Amusement Device Permanent,CENTRAL AMUSEMENT INTERNATIONAL LLC,,1000,SURF AVE,,BROOKLYN,NY,11224,9732165449,Brooklyn,3.0,313.0,47.0,3245158,3086960212,BK21,352.0,Device Name: ROCKIN TUG,-73.97800567350316,40.57543312072461,"(40.57543312072461, -73.97800567350316)"
1192261-DCA,Business,2020-03-15,Active,2013-02-08,Amusement Device Portable,SEND IN THE CLOWNS ENTERTAINMENT CORP.,NICKTOONS 5 IN 1 BOUNCE,50,NASSAU TERMINAL RD,,NEW HYDE PARK,NY,11040,5163541515,Outside NYC,,,,,,,,Device Name: NICKTOONS 5 IN 1 BOUNCE,-77.51958437167269,40.112385336598024,"(40.11238533659802, -77.51958437167269)"
1387214-DCA,Business,2018-04-30,Inactive,2012-03-09,Tow Truck Company,"SCIPIO, WAYNE",SCIP TOWING,720,E 98TH ST,,BROOKLYN,NY,11236,7186762032,Brooklyn,3.0,317.0,42.0,3325365,3081150060,BK96,928.0,,-73.90890113833291,40.65239609097555,"(40.65239609097555, -73.90890113833291)"
2021175-DCA,Business,2015-05-17,Inactive,2015-04-16,Amusement Device Temporary,WONDERLAND MIDWAY CORP,,284,WARWICK ST,,BROOKLYN,NY,11207,3474532433,Brooklyn,3.0,305.0,37.0,3327108,3039660001,BK82,1170.0,"Device Name(s):  SLIME BUCKET, ROCK OUT, HAMPTON, LOOP O PLANE, KITE  FLYER, GRANNY BUG, HIMALAYA",-73.88673906843053,40.67681043842153,"(40.67681043842153, -73.88673906843053)"
1467929-DCA,Business,2015-03-15,Inactive,2013-06-21,Amusement Device Portable,FUNTIME PARTY EXPRESS LLC,BOUNCER,18640,JORDAN AVE,,SAINT ALBANS,NY,11412,8665272399,Queens,4.0,412.0,27.0,4221647,4104180019,QN08,402.0,Device Name: BOUNCER,-73.76835088749522,40.69873670464413,"(40.69873670464413, -73.76835088749522)"
2014572-DCA,Business,2021-03-15,Active,2014-10-15,Dealer In Products,VITAMIN PHARMACY INC,,15015,NORTHERN BLVD,,FLUSHING,NY,11354,7188880851,Queens,4.0,407.0,20.0,4532170,4050080032,QN51,1157.0,,-73.81458747285019,40.765227215236244,"(40.765227215236244, -73.81458747285019)"
2076495-DCA,Business,2019-03-06,Inactive,2018-08-01,Garage,MP WEST 58 LLC,,400,W 59TH ST,,NEW YORK,NY,10019,2124903460,Manhattan,1.0,104.0,3.0,1085140,1010680003,MN14,145.0,"Vehicle Spaces: 304, Bicycle Spaces: 21",-73.98519813889219,40.76939650442512,"(40.76939650442512, -73.98519813889219)"
1369962-DCA,Business,2020-04-30,Active,2013-02-22,Tow Truck Company,LEGION X INC.,,510,HUNTS POINT AVE,,BRONX,NY,10474,718-239-2401,Bronx,2.0,202.0,17.0,2006861,2027690167,BX27,117.0,"Active Plate Numbers:  8040, 6847",-73.88227309308442,40.81110941050928,"(40.811109410509275, -73.88227309308442)"
2012348-DCA,Business,2014-10-05,Inactive,2014-08-22,Amusement Device Temporary,ACE TENTS AMUSEMENT CORP.,,8435,152ND ST,,JAMAICA,NY,11432,9144905573,Queens,4.0,408.0,24.0,4208741,4097490036,QN35,230.0,,-73.80797272281032,40.713071459809974,"(40.713071459809974, -73.80797272281033)"
1463921-DCA,Business,2019-03-31,Inactive,2013-05-01,Garage,QUIK PARK NASSAU LLC,,150,NASSAU ST,,NEW YORK,NY,10038,2128322066,Manhattan,1.0,101.0,1.0,1087756,1001000501,MN25,1501.0,"Vehicle Spaces: 25, Bicycle Spaces: 0",-74.00620415842448,40.71140069293805,"(40.71140069293805, -74.00620415842448)"
2019054-DCA,Business,2020-04-30,Active,2015-03-05,Tow Truck Company,TMT COLLISION SPECIALIST LLC,,3346,PROVOST AVE,,BRONX,NY,10475,718-690-7592,Bronx,2.0,210.0,12.0,2097561,2052510059,BX13,46201.0,"Active Plate Numbers:  8472, 5779",-73.82589416213214,40.88253228491347,"(40.88253228491347, -73.82589416213214)"
2000478-DCA,Business,2021-03-31,Active,2013-11-06,Garage,ENTERPRISE TOREN PARKING LLC,,150,MYRTLE AVE,,BROOKLYN,NY,11201,2125643199,Brooklyn,3.0,302.0,35.0,3394020,3020607501,BK38,15.0,"Vehicle Spaces: 97, Bicycle Spaces: 9",-73.98309096204406,40.69363000655583,"(40.69363000655583, -73.98309096204407)"
1429361-DCA,Business,2017-12-31,Inactive,2012-05-14,Laundry Jobber,VIP PALACE CLEANERS INC,,6919,NORTHERN BLVD,,WOODSIDE,NY,11377,7183357298,Queens,4.0,403.0,25.0,4026292,4011650045,QN28,30902.0,,-73.89722973420041,40.75431865415312,"(40.754318654153124, -73.8972297342004)"
2059133-DCA,Business,2020-01-16,Active,2017-10-10,Gaming Cafe,XIAN FENG INC,,5908,7TH AVE,,BROOKLYN,NY,11220,9175821833,Brooklyn,3.0,307.0,38.0,3016350,3008650044,BK34,102.0,,-74.01128839573141,40.63728863902639,"(40.63728863902638, -74.0112883957314)"
1453137-DCA,Business,2021-03-15,Active,2013-01-03,Dealer In Products,RHESAK CORP.,YOGI PHARMACY,1985,UNIVERSITY AVE,,BRONX,NY,10453,7187166299,Bronx,2.0,205.0,14.0,2014699,2032160064,BX36,24502.0,,-73.91160652753442,40.854526808173205,"(40.8545268081732, -73.91160652753442)"
1391315-DCA,Business,2014-04-30,Inactive,2011-05-09,Pawnbroker,GENERATION JEWELERS LLC,THE GOLD STANDARD,6121,SPRINGFIELD BLVD,,OAKLAND GDNS,NY,11364,7182244220,Queens,4.0,411.0,23.0,4163156,4076440009,QN42,1377.0,,-73.75654823597054,40.748807109652965,"(40.74880710965296, -73.75654823597054)"
2065052-DCA,Business,2018-07-31,Inactive,2018-01-17,Ticket Seller Business,WORLD VOYAGE TRAVEL INC,,88,E BROADWAY,,NEW YORK,NY,10002,,Manhattan,1.0,103.0,1.0,1066526,1002820044,MN27,8.0,,-73.99409141343955,40.71374473510081,"(40.71374473510081, -73.99409141343955)"
1436797-DCA,Business,2012-10-08,Inactive,2012-09-09,Special Sale,REGO PARK WHOLESALE CORP.,,9510,63RD DR,,REGO PARK,NY,11374,7189970707,Queens,4.0,406.0,29.0,4072127,4030820050,QN18,693.0,,-73.86274628693194,40.72944270223085,"(40.729442702230855, -73.86274628693194)"
1454365-DCA,Business,2021-03-31,Active,2013-01-18,Parking Lot,LIC OPERATING 49 LLC,,4720,30TH PL,,LONG IS CITY,NY,11101,2125755335,Queens,4.0,402.0,26.0,4436700,4002830001,QN31,199.0,"Vehicle Spaces: 144, Bicycle Spaces: 14",-73.93684306684041,40.742657298578344,"(40.74265729857834, -73.9368430668404)"
2013574-DCA,Business,2017-12-31,Inactive,2014-09-18,Laundry Jobber,3720 NOSTRAND LAUNDROMAT LLC,,3720,NOSTRAND AVE,,BROOKLYN,NY,11235,914-921-8240,Brooklyn,3.0,315.0,48.0,3203605,3074221017,BK17,59402.0,,-73.940462883293,40.592981042718094,"(40.592981042718094, -73.940462883293)"
1454929-DCA,Business,2015-12-31,Inactive,2013-01-25,Laundry Jobber,R & F FRENCH CLEANERS INC.,,828,EMPIRE BLVD,,BROOKLYN,NY,11213,7184933739,Brooklyn,3.0,309.0,35.0,0,3000000000,BK63,355.0,,-73.93523819117235,40.663640090944774,"(40.663640090944774, -73.93523819117235)"
1474640-DCA,Business,2015-03-31,Inactive,2013-09-30,Parking Lot,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,510,DRIGGS AVE,,BROOKLYN,NY,11211,2125025490,Brooklyn,3.0,301.0,33.0,3061818,3023120023,BK73,517.0,"Vehicle Spaces: 1, Bicycle Spaces:",-73.95542303939365,40.7179933805375,"(40.7179933805375, -73.95542303939364)"
1443804-DCA,Business,2014-04-30,Inactive,2012-09-05,Pawnbroker,"WALL STREET GOLD BUYERS NYC, CORP.",,156,1ST AVE,,NEW YORK,NY,10009,9178484737,Manhattan,1.0,103.0,2.0,1005895,1004370005,MN22,34.0,,-73.98463355877419,40.72846949183744,"(40.728469491837444, -73.98463355877418)"
1457216-DCA,Business,2013-11-01,Inactive,2013-02-14,Pedicab Business,BUTOVO EXPRESS INC.,,2435,OCEAN AVE,,BROOKLYN,NY,11229,7183093664,Brooklyn,3.0,315.0,48.0,3197092,3072990057,BK44,560.0,,-73.95196746590254,40.60239010682478,"(40.60239010682477, -73.95196746590254)"
2005971-DCA,Business,2017-12-31,Inactive,2014-04-09,Laundry Jobber,MADELAINE CLEANERS INC.,,1613,AVENUE M,,BROOKLYN,NY,11230,718-334-0532,Brooklyn,3.0,314.0,44.0,3180681,3067360061,BK43,768.0,,-73.95888283231669,40.61814516668793,"(40.61814516668793, -73.95888283231668)"
2018201-DCA,Business,2018-11-01,Inactive,2015-02-11,Pedicab Business,"ZHOVTONIZHKO, ROMAN",,1270,E 19TH ST,,BROOKLYN,NY,11230,3472704713,Brooklyn,3.0,314.0,44.0,3180703,3067380024,BK43,538.0,Active Sticker Numbers:  2134,-73.95645776081686,40.619533138714424,"(40.61953313871442, -73.95645776081686)"
1077388-DCA,Business,2013-03-31,Inactive,2012-10-18,Parking Lot,"PRUDENTI, GEORGE",GEORGE PRUDENTI PARKING,552,50TH AVE,,LONG IS CITY,NY,11101,7183877000,Queens,4.0,402.0,26.0,0,4000000000,QN31,7.0,"Vehicle Spaces: 50, Bicycle Spaces:",-73.95607025767366,40.74309990793292,"(40.743099907932915, -73.95607025767366)"
2016482-DCA,Business,2015-01-28,Inactive,2014-12-15,Special Sale,"P.H. FOREST AVENUE, LLC",STRAWBERRY,1531,FOREST AVE,,STATEN ISLAND,NY,10302,7187201938,Staten Island,5.0,501.0,49.0,5110059,5010530138,SI28,247.0,,-74.13931074491506,40.62437564546847,"(40.62437564546847, -74.13931074491506)"
2015669-DCA,Business,2016-05-01,Inactive,2014-11-19,Employment Agency,Heritage Homecare Services Inc,,1295,HERKIMER ST,,BROOKLYN,NY,11233,7183460181,Brooklyn,3.0,316.0,37.0,3042227,3015520001,BK79,369.0,,-73.91051081845441,40.67751208772571,"(40.67751208772571, -73.9105108184544)"
2057255-DCA,Business,2021-03-31,Active,2017-08-21,Garage,BRONXDALE GARAGE LLC,,2000,WHITE PLAINS RD,,BRONX,NY,10462,6109985718,Bronx,2.0,211.0,15.0,2047884,2042570020,BX37,230.0,"Vehicle Spaces: 100, Bicycle Spaces: 10",-73.86780342933534,40.85015652935889,"(40.85015652935889, -73.86780342933534)"
2076698-DCA,Business,2020-03-31,Active,2018-08-06,Newsstand,GEOM NAM LEE,,N/W/C,BROADWAY,WAVERLY PLACE,NEW YORK,NY,10003,646-239-7484,Manhattan,1.0,102.0,1.0,,,,,,-73.99326015728991,40.729579201247894,"(40.729579201247894, -73.9932601572899)"
1320675-DCA,Business,2013-04-30,Inactive,2011-07-06,Pawnbroker,"GOLD LIFE JEWELRY & DISCOUNT, INC.",,50,E 161ST ST,,BRONX,NY,10451,7182925702,Bronx,2.0,204.0,17.0,2002981,2024830040,BX63,63.0,,-73.92573066672244,40.827742913353404,"(40.82774291335341, -73.92573066672243)"
2080347-DCA,Business,2020-04-30,Active,2018-11-30,Pawnbroker,SECOND HAND MARKET INC,,11916,JAMAICA AVE,,RICHMOND HILL,NY,11418,7188461600,Queens,4.0,409.0,29.0,4195956,4093290006,QN54,144.0,,-73.83065519242305,40.70005568384279,"(40.70005568384279, -73.83065519242304)"
2080134-DCA,Business,2021-04-01,Active,2018-11-23,Storage Warehouse,"MAYA PROPERTIES, LLC",MOISHE'S SELF STORAGE,840,E 134TH ST,,BRONX,NY,10454,7189935650,Bronx,2.0,201.0,17.0,2003982,2025850026,BX39,19.0,,-73.91149364402872,40.80081537667001,"(40.80081537667001, -73.91149364402874)"
2006019-DCA,Business,2015-12-31,Inactive,2014-04-09,Laundry Jobber,"DONG, HONG",HONG CLEANERS,301,E 89TH ST,,NEW YORK,NY,10128,2123485134,Manhattan,1.0,108.0,5.0,1078644,1015520001,MN32,154.0,,-73.9499764322833,40.77966838535664,"(40.779668385356636, -73.9499764322833)"
2049836-DCA,Business,2020-04-30,Active,2017-03-21,Pawnbroker,"CASTLE HILL JEWELERS, INC.",,1164,CASTLE HILL AVE,,BRONX,NY,10462,9173067787,Bronx,2.0,209.0,18.0,2026776,2038200001,BX59,92.0,,-73.85090029833155,40.83137306639832,"(40.831373066398314, -73.85090029833154)"
1141325-DCA,Business,2018-09-30,Inactive,2011-06-03,Cabaret,KAZ ENTERPRISES INC,,7619,ROOSEVELT AVE,,JACKSON HTS,NY,11372,7184573939,Queens,4.0,,,,,QN28,287.0,Capacity of each room:  200,-77.51958437167269,40.112385336598024,"(40.11238533659802, -77.51958437167269)"
2021119-DCA,Business,2017-03-31,Inactive,2015-04-15,Parking Lot,Horger Inc.,,646,GERARD AVE,,BRONX,NY,10451,719750117,Bronx,2.0,204.0,8.0,2092197,2023530020,BX63,63.0,"Vehicle Spaces: 50, Bicycle Spaces: 0",-73.92821244659878,40.821610042787725,"(40.82161004278773, -73.92821244659878)"
1226183-DCA,Business,2014-04-30,Inactive,2012-05-04,Tow Truck Company,PERFORMANCE AUTOMOTIVE & TOWING INC.,,7315,ELIOT AVE,,MIDDLE VLG,NY,11379,7184783477,Queens,4.0,405.0,30.0,4064275,4028430041,QN21,669.0,"Active Plate Numbers:  5596, 7227, 6270",-73.88593731835472,40.72189247414881,"(40.72189247414881, -73.88593731835472)"
1441640-DCA,Business,2012-09-23,Inactive,2012-09-22,Amusement Device Temporary,"LEWIS J. NEWTON & SONS, CONCESSIONS, INC.",QUEENS COUNTY FARM MUSEUM,7350,LITTLE NECK PKWY,,FLORAL PARK,NY,11004,6314996824,Queens,4.0,413.0,23.0,4438378,4084010001,QN43,1567.0,,-73.71943124938431,40.748162746243366,"(40.74816274624337, -73.71943124938431)"
1156402-DCA,Business,2020-04-30,Active,2011-04-15,Pawnbroker,MODELL COLLATERAL LOANS INC.,,8413,5TH AVE,,BROOKLYN,NY,11209,2123544444,Brooklyn,3.0,310.0,43.0,3152850,3060270005,BK31,142.0,,-74.02541044502549,40.622686852532524,"(40.62268685253252, -74.02541044502549)"
2050732-DCA,Business,2019-08-01,Inactive,2017-04-06,Pool or Billiard Room,BILLIARDS SOL Y LUNA CORP,,10202,43RD AVE,,CORONA,NY,11368,9737271229,Queens,4.0,404.0,21.0,4048594,4019780001,QN26,405.0,,-73.86251832093096,40.74725040449288,"(40.74725040449288, -73.86251832093095)"
1330181-DCA,Business,2021-07-31,Active,2013-10-10,Secondhand Dealer - Auto,GRAY'S AUTO ENTERPRISES INC.,,1639,UTICA AVE,,BROOKLYN,NY,11234,7183770464,Brooklyn,3.0,318.0,46.0,3214515,3077540034,BK58,722.0,,-73.92828291673877,40.6321779906826,"(40.6321779906826, -73.92828291673877)"
1415818-DCA,Business,2020-06-30,Active,2011-12-21,Scrap Metal Processor,F & P RESOURCES LLC,,23,ASH ST,,BROOKLYN,NY,11222,9172916349,Brooklyn,3.0,301.0,33.0,3063679,3024770060,BK76,579.0,,-73.95453272139139,40.738095628837925,"(40.73809562883792, -73.95453272139139)"
2038225-DCA,Business,2019-03-15,Inactive,2016-05-25,Amusement Device Portable,CENTRAL AMUSEMENT INTERNATIONAL LLC,,830,5TH AVE,,NEW YORK,NY,10065,9732165449,Manhattan,1.0,164.0,6.0,1083811,1011110001,,,Device Name: BIG FOOT RIDE,-73.97051616042855,40.76771115696222,"(40.76771115696222, -73.97051616042855)"
2034179-DCA,Business,2017-12-31,Inactive,2016-03-08,Laundry Jobber,"HUANG, HAN SONG",,346,E 76TH ST,,NEW YORK,NY,10021,2122498649,Manhattan,1.0,108.0,5.0,1045151,1014500040,,,,-73.95535152213405,40.770901156002175,"(40.77090115600217, -73.95535152213405)"
0833176-DCA,Business,2020-04-30,Active,2012-04-20,Tow Truck Company,"TOW WORLD, INC.",,696,SHARROTTS RD,,STATEN ISLAND,NY,10309,7186080540,Staten Island,5.0,503.0,51.0,5151534,5074000100,SI11,226.0,"Active Plate Numbers:  6024, 6477",-74.24099989140217,40.53894259953716,"(40.53894259953716, -74.24099989140217)"
2079740-DCA,Business,2019-01-06,Inactive,2018-11-07,Special Sale,"FTC, INC.",FAIR TRADING,2657,WEBSTER AVE,,BRONX,NY,10458,7183674200,Bronx,2.0,207.0,15.0,2016371,2032770036,BX06,397.0,,-73.88882143479779,40.86365519204481,"(40.86365519204481, -73.88882143479779)"
2081349-DCA,Business,2021-03-15,Active,2019-01-14,Dealer In Products,BAYSIDE SUPPLY I INC,,22421,UNION TPKE,,OAKLAND GARDENS,NY,11364,3478949254,Queens,4.0,411.0,23.0,4557736,4078420012,QN42,129104.0,,-73.74629361125159,40.73584068024933,"(40.735840680249325, -73.7462936112516)"
1390170-DCA,Business,2011-05-22,Inactive,2011-05-12,Amusement Device Temporary,THE WORLD OF MIRTH AMUSEMENT CORP.,SQPA - SOUTHERN QUEENS PARK ASSOCIATION,17701,BAISLEY BLVD,,JAMAICA,NY,11434,7329421123,Queens,4.0,412.0,27.0,4268835,4124060180,QN08,426.0,,-73.76845544563292,40.68628385486684,"(40.68628385486684, -73.76845544563292)"
2082677-DCA,Business,2021-03-31,Active,2019-02-28,Garage,311 WEST BROADWAY GARAGE LLC,,311,W BROADWAY,,NEW YORK,NY,10013,646-584-0409,Manhattan,1.0,102.0,1.0,1087488,1002287502,MN24,47.0,"Vehicle Spaces: 93, Bicycle Spaces: 9",-74.00430750767096,40.7217293128447,"(40.7217293128447, -74.00430750767096)"
2037289-DCA,Business,2017-12-31,Inactive,2016-05-09,Laundry Jobber,PRESTIGE OF BARTOW CLEANERS INC.,,2039,BARTOW AVE,,BRONX,NY,10475,7183200853,Bronx,2.0,210.0,12.0,2097466,2051410100,BX13,46201.0,,-73.82942499203969,40.869354779118986,"(40.869354779118986, -73.82942499203968)"
1165806-DCA,Business,2019-03-15,Inactive,2013-05-23,Amusement Device Permanent,CENTRAL AMUSEMENT INTERNATIONAL LLC,VICTORIAN GARDENS,830,5TH AVE,,NEW YORK,NY,10065,2124396900,Manhattan,1.0,108.0,4.0,1083811,1011110001,MN40,122.0,Device Name: AEROMAX TOWER,-73.97065344531397,40.76748337852763,"(40.76748337852763, -73.97065344531397)"
1309177-DCA,Business,2014-04-30,Inactive,2012-06-12,Tow Truck Company,COUNTY RECOVERY SI CORPORATION,,1766,E 49TH ST,,BROOKLYN,NY,11234,7183774100,Brooklyn,3.0,318.0,46.0,3000000,3078930062,BK58,672.0,Active Plate Numbers:  7101,-73.92776894846433,40.61772634257503,"(40.61772634257503, -73.92776894846433)"
2002252-DCA,Business,2021-03-15,Active,2014-01-06,Dealer In Products,"DUKE MEDICAL, INC",,101,BELMONT AVE,,BROOKLYN,NY,11212,3478563985,Brooklyn,3.0,316.0,41.0,3083899,3037260039,BK81,908.0,,-73.90640555196073,40.66902197100798,"(40.66902197100798, -73.90640555196073)"
1167244-DCA,Business,2018-04-30,Inactive,2013-02-06,Tow Truck Exemption,"PARTS ARE US, INC.",A & G USED AUTO PARTS,1937,FLUSHING AVE,,RIDGEWOOD,NY,11385,7184973900,Queens,4.0,405.0,34.0,0,4000000000,QN20,539.0,"Active Sticker Numbers:  E3601, E3578, E3641",-73.91745754397313,40.712924803379295,"(40.7129248033793, -73.91745754397313)"
1441911-DCA,Business,2017-12-31,Inactive,2012-08-21,Laundry Jobber,"MANHATTAN NY VALET CLEANERS, INC",,200,E 66TH ST,,NEW YORK,NY,10065,2015625485,Manhattan,1.0,108.0,4.0,1043871,1014207501,MN31,118.0,,-73.96284582423895,40.76562019069692,"(40.76562019069692, -73.96284582423895)"
1436076-DCA,Business,2021-03-15,Active,2012-06-14,Dealer In Products,CONFUCIUS PHARMACY INC.,CONFUCIUS MANNINGS PHARMACY,3622,MAIN ST,,FLUSHING,NY,11354,7188869080,Queens,4.0,407.0,20.0,4112245,4049710045,QN22,869.0,,-73.83165896069892,40.76243456872896,"(40.76243456872897, -73.83165896069892)"
2036418-DCA,Business,2016-05-22,Inactive,2016-04-20,Amusement Device Temporary,LIFETIME VENDING & AMUSEMENTS INC.,,12306,14TH AVE,,COLLEGE POINT,NY,11356,5166702294,Queens,4.0,407.0,19.0,4454829,4040870040,QN23,925.0,"Device Name(s):  SWING, HAMPTON BOAT RIDE, SLIDE, 5 AND 1, SHOCKWAVE, SWINGAROUND, MAZE, OBSTACLE COURSE, FUN TOWN, GYROSCOPE, DRAGON GO ROUND, TUBS OF FUN",-73.84464062540113,40.78535493632393,"(40.78535493632392, -73.84464062540113)"
1374637-DCA,Business,2012-11-01,Inactive,2011-09-22,Pedicab Business,BLACKSEA PEDICAB CORP.,,3937,50TH AVE,,SUNNYSIDE,NY,11104,6465715364,Queens,4.0,402.0,26.0,4002898,4002050005,QN31,189.0,,-73.92610832914643,40.73820441280478,"(40.73820441280477, -73.92610832914642)"
1415427-DCA,Business,2021-07-31,Active,2011-12-09,Secondhand Dealer - Auto,HY GRADE AUTO SALES INC.,,14706,105TH AVE,,JAMAICA,NY,11435,,Queens,4.0,412.0,28.0,4613519,4100590001,QN61,204.0,,-73.8035291673237,40.69577739002076,"(40.69577739002076, -73.8035291673237)"
2031444-DCA,Business,2017-07-31,Inactive,2015-12-16,Secondhand Dealer - Auto,"ALIM NY, L.L.C.",NISSAN OF MANHATTAN,787,11TH AVE,,NEW YORK,NY,10019,2125492200,Manhattan,1.0,104.0,6.0,1027156,1011020029,MN15,135.0,,-73.99242583393958,40.76891687675515,"(40.76891687675515, -73.99242583393958)"
2033051-DCA,Business,2017-12-31,Inactive,2016-02-05,Laundry Jobber,BOOMERANG CLEAN  LLC,Boomerang Nyc,149,ELIZABETH ST,,NEW YORK,NY,10012,2122555500,Manhattan,1.0,102.0,1.0,1007168,1004790031,MN24,41.0,,-73.99510455362655,40.7203047595571,"(40.7203047595571, -73.99510455362655)"
